ID,Raw,Date,Data,Excel Date,
2875,"5th May 2024 @ The Brook, Southampton, UK",5th May 2024 ," The Brook, Southampton, UK",05/05/2024,
2876,"12th May 2024 @ Carroponte, Milan, Italy",12th May 2024 ," Carroponte, Milan, Italy",12/05/2024,
2877,"14th May 2024 @ Wizink Centre, Madrid, Spain",14th May 2024 ," Wizink Centre, Madrid, Spain",14/05/2024,
2878,"16th May 2024 @ Le Phare, Chambéry, France",16th May 2024 ," Le Phare, Chambéry, France",16/05/2024,
2879,"17th May 2024 @ Molotow, Hamburg, Germany",17th May 2024 ," Molotow, Hamburg, Germany",17/05/2024,
2880,"17th May 2024 @ Molotow, Hamburg, Germany",17th May 2024 ," Molotow, Hamburg, Germany",17/05/2024,
2881,"23rd May 2024 @ XL Live, Harrisburg, PA, USA",23rd May 2024 ," XL Live, Harrisburg, PA, USA",23/05/2024,
2882,"24th May 2024 @ World Cafe Live, Philadelphia, PA, USA",24th May 2024 ," World Cafe Live, Philadelphia, PA, USA",24/05/2024,
2883,"24th May 2024 @ Big Night Live, Boston, MA, USA",24th May 2024 ," Big Night Live, Boston, MA, USA",24/05/2024,
2884,"25th May 2024 @ Boston Calling Festival, Boston, MA, USA",25th May 2024 ," Boston Calling Festival, Boston, MA, USA",25/05/2024,
2885,"26th May 2024 @ The Paramount, Huntington, NY, USA",26th May 2024 ," The Paramount, Huntington, NY, USA",26/05/2024,
2886,"28th May 2024 @ The Roxian, Pittsburgh, PA, USA",28th May 2024 ," The Roxian, Pittsburgh, PA, USA",28/05/2024,
2887,"29th May 2024 @ The Fillmore, Detroit, MI, USA",29th May 2024 ," The Fillmore, Detroit, MI, USA",29/05/2024,
2888,"31st May 2024 @ Rattleback Records, Chicago, IL, USA",31st May 2024 ," Rattleback Records, Chicago, IL, USA",31/05/2024,
2889,"31st May 2024 @ The Aragon Ballroom, Chicago, IL, USA",31st May 2024 ," The Aragon Ballroom, Chicago, IL, USA",31/05/2024,
2890,"1st June 2024 @ The Uptown Theatre, Minneapolis, MN, USA",1st June 2024 ," The Uptown Theatre, Minneapolis, MN, USA",01/06/2024,
2891,"3rd June 2024 @ Summit Music Hall, Denver, CO, USA",3rd June 2024 ," Summit Music Hall, Denver, CO, USA",03/06/2024,
2892,"4th June 2024 @ Summit Music Hall, Denver, CO, USA",4th June 2024 ," Summit Music Hall, Denver, CO, USA",04/06/2024,
2893,"5th June 2024 @ The Depot, Salt Lake City, UT, USA",5th June 2024 ," The Depot, Salt Lake City, UT, USA",05/06/2024,
2894,"7th June 2024 @ Easy Street Records, Seattle, WA, USA",7th June 2024 ," Easy Street Records, Seattle, WA, USA",07/06/2024,
2895,"7th June 2024 @ Showbox Sodo, Seattle, WA, USA",7th June 2024 ," Showbox Sodo, Seattle, WA, USA",07/06/2024,
2896,"8th June 2024 @ Crystal Ballroom, Portland, OR, USA",8th June 2024 ," Crystal Ballroom, Portland, OR, USA",08/06/2024,
2897,"10th June 2024 @ Regency Ballroom, San Francisco, CA, USA",10th June 2024 ," Regency Ballroom, San Francisco, CA, USA",10/06/2024,
2898,"11th June 2024 @ Soma, San Diego, CA, USA",11th June 2024 ," Soma, San Diego, CA, USA",11/06/2024,
2899,"12th June 2024 @ The Van Buren, Phoenix, AZ, USA",12th June 2024 ," The Van Buren, Phoenix, AZ, USA",12/06/2024,
2900,"14th June 2024 @ End Of An Ear, Austin, TX, USA",14th June 2024 ," End Of An Ear, Austin, TX, USA",14/06/2024,
2901,"14th June 2024 @ Emos, Austin, TX, USA",14th June 2024 ," Emos, Austin, TX, USA",14/06/2024,
2902,"15th June 2024 @ South Side Ballroom, Dallas, TX, USA",15th June 2024 ," South Side Ballroom, Dallas, TX, USA",15/06/2024,
2903,"17th June 2024 @ Buckhead Theatre, Atlanta, GA, USA",17th June 2024 ," Buckhead Theatre, Atlanta, GA, USA",17/06/2024,
2904,"18th June 2024 @ Jannus Live, St Petersburg, FL, USA",18th June 2024 ," Jannus Live, St Petersburg, FL, USA",18/06/2024,
2905,"20th June 2024 @ Piedmont Hall, Greensboro, NC, USA",20th June 2024 ," Piedmont Hall, Greensboro, NC, USA",20/06/2024,
2906,"21st June 2024 @ The Sound Garden, Baltimore, MD, USA",21st June 2024 ," The Sound Garden, Baltimore, MD, USA",21/06/2024,
2907,"21st June 2024 @ Rams Head Live, Baltimore, MD, USA",21st June 2024 ," Rams Head Live, Baltimore, MD, USA",21/06/2024,
2908,"22nd June 2024 @ The Fillmore, Philadelphia, PA, USA",22nd June 2024 ," The Fillmore, Philadelphia, PA, USA",22/06/2024,
2909,"27th June 2024 @ Strummerville, Glastonbury Festival, UK",27th June 2024 ," Strummerville, Glastonbury Festival, UK",27/06/2024,
2910,"28th June 2024 @ Greenpeace, Glastonbury Festival, UK",28th June 2024 ," Greenpeace, Glastonbury Festival, UK",28/06/2024,
2911,"28th June 2024 @ Fields of Avalon, Glastonbury Festival, UK",28th June 2024 ," Fields of Avalon, Glastonbury Festival, UK",28/06/2024,
2912,"6th July 2024 @ Docksfest, Cleethorpes, UK",6th July 2024 ," Docksfest, Cleethorpes, UK",06/07/2024,
2913,"11th July 2024 @ Pryzm, Kingston-Upon-Thames, UK",11th July 2024 ," Pryzm, Kingston-Upon-Thames, UK",11/07/2024,
2914,"13th July 2024 @ Forest Stage, 2000 Trees Festival, Cheltenham, UK",13th July 2024 ," Forest Stage, 2000 Trees Festival, Cheltenham, UK",13/07/2024,
2915,"13th July 2024 @ Main Stage, 2000 Trees Festival, Cheltenham, UK",13th July 2024 ," Main Stage, 2000 Trees Festival, Cheltenham, UK",13/07/2024,
2916,"13th July 2024 @ Camp Turner, 2000 Trees Festival, Cheltenham, UK",13th July 2024 ," Camp Turner, 2000 Trees Festival, Cheltenham, UK",13/07/2024,
2917,"14th July 2024 @ Academy 2, Manchester, UK",14th July 2024 ," Academy 2, Manchester, UK",14/07/2024,
2918,"15th July 2024 @ The Brudenell Social, Leeds, UK",15th July 2024 ," The Brudenell Social, Leeds, UK",15/07/2024,
2919,"16th July 2024 @ The Garage, Glasgow, UK",16th July 2024 ," The Garage, Glasgow, UK",16/07/2024,
2920,"18th July 2024 @ The 1865, Southampton, UK",18th July 2024 ," The 1865, Southampton, UK",18/07/2024,
2921,"19th July 2024 @ O2 Academy 2, Birmingham, UK",19th July 2024 ," O2 Academy 2, Birmingham, UK",19/07/2024,
2922,"20th July 2024 @ The Rescue Rooms, Nottingham, UK",20th July 2024 ," The Rescue Rooms, Nottingham, UK",20/07/2024,
2923,"22nd July 2024 @ The Tramshed, Cardiff, UK",22nd July 2024 ," The Tramshed, Cardiff, UK",22/07/2024,
2924,"23rd July 2024 @ O2 Academy 2, Oxford, UK",23rd July 2024 ," O2 Academy 2, Oxford, UK",23/07/2024,
2925,"24th July 2024 @ Epic Studios, Norwich, UK",24th July 2024 ," Epic Studios, Norwich, UK",24/07/2024,
2926,"26th July 2024 @ Latitude Festival, Suffolk, UK",26th July 2024 ," Latitude Festival, Suffolk, UK",26/07/2024,
2927,"27th July 2024 @ Truck Festival, Steventon, UK",27th July 2024 ," Truck Festival, Steventon, UK",27/07/2024,
2928,"1st August 2024 @ The Hot Box, Chelmsford, UK",1st August 2024 ," The Hot Box, Chelmsford, UK",01/08/2024,
2929,"3rd August 2024 @ Y Not Festival, Derbyshire, UK",3rd August 2024 ," Y Not Festival, Derbyshire, UK",03/08/2024,
2930,"22nd August 2024 @ Barley Beach House, Rye, NY, USA",22nd August 2024 ," Barley Beach House, Rye, NY, USA",22/08/2024,
2931,"23rd August 2024 @ Starland Ballroom, Sayreville, NJ, USA",23rd August 2024 ," Starland Ballroom, Sayreville, NJ, USA",23/08/2024,
2932,"24th August 2024 @ Riverfest, Salisbury, MA, USA",24th August 2024 ," Riverfest, Salisbury, MA, USA",24/08/2024,
2933,"25th August 2024 @ Town Ballroom, Buffalo, NY, USA",25th August 2024 ," Town Ballroom, Buffalo, NY, USA",25/08/2024,
2934,"27th August 2024 @ Egyptian Room @ Old National Centre, Indianapolis, IN, USA",#SPILL!,,#SPILL!,
2935,"28th August 2024 @ Val Air Ballroom, Des Moines, IA, USA",28th August 2024 ," Val Air Ballroom, Des Moines, IA, USA",28/08/2024,
2936,"30th August 2024 @ The Elm, Bozeman, MT, USA",30th August 2024 ," The Elm, Bozeman, MT, USA",30/08/2024,
2937,"31st August 2024 @ The Knitting Factory, Boise, ID, USA",31st August 2024 ," The Knitting Factory, Boise, ID, USA",31/08/2024,
2938,"1st September 2024 @ The Knitting Factory, Spokane, WA, USA",1st September 2024 ," The Knitting Factory, Spokane, WA, USA",01/09/2024,
2939,"3rd September 2024 @ Commodore Ballroom, Vancouver, BC, Canada",3rd September 2024 ," Commodore Ballroom, Vancouver, BC, Canada",03/09/2024,
2940,"5th September 2024 @ Grey Eagle Casino, Calgary, AB, Canada",5th September 2024 ," Grey Eagle Casino, Calgary, AB, Canada",05/09/2024,
2941,"6th September 2024 @ Midway Music Hall, Edmonton, AB, Canada",6th September 2024 ," Midway Music Hall, Edmonton, AB, Canada",06/09/2024,
2942,"7th September 2024 @ Coors Event Centre, Saskatoon, SK, Canada",7th September 2024 ," Coors Event Centre, Saskatoon, SK, Canada",07/09/2024,
2943,"8th September 2024 @ Burton Cummings Theatre, Winnipeg, MB, Canada",8th September 2024 ," Burton Cummings Theatre, Winnipeg, MB, Canada",08/09/2024,
2944,"11th September 2024 @ The Bourbon Theatre, Lincoln, NE, USA",11th September 2024 ," The Bourbon Theatre, Lincoln, NE, USA",11/09/2024,
2945,"12th September 2024 @ The Sylvee, Madison, WI, USA",12th September 2024 ," The Sylvee, Madison, WI, USA",12/09/2024,
2946,"13th September 2024 @ The Pageant, St Louis, MO, USA",13th September 2024 ," The Pageant, St Louis, MO, USA",13/09/2024,
2947,"14th September 2024 @ Marathon Music Works, Nashville, TN, USA",14th September 2024 ," Marathon Music Works, Nashville, TN, USA",14/09/2024,
2948,"16th September 2024 @ Newport Music Hall, Columbus, OH, USA",16th September 2024 ," Newport Music Hall, Columbus, OH, USA",16/09/2024,
2949,"19th September 2024 @ Lost Evenings 7, Great Canadian Casino, Toronto, ON, Canada",19th September 2024 ," Lost Evenings 7, Great Canadian Casino, Toronto, ON, Canada",19/09/2024,
2950,"20th September 2024 @ Lost Evenings 7, Great Canadian Casino, Toronto, ON, Canada",20th September 2024 ," Lost Evenings 7, Great Canadian Casino, Toronto, ON, Canada",20/09/2024,
2951,"21st September 2024 @ Lost Evenings 7, Great Canadian Casino, Toronto, ON, Canada",21st September 2024 ," Lost Evenings 7, Great Canadian Casino, Toronto, ON, Canada",21/09/2024,
2952,"21st September 2024 @ Lost Evenings 7, Great Canadian Casino, Toronto, ON, Canada",21st September 2024 ," Lost Evenings 7, Great Canadian Casino, Toronto, ON, Canada",21/09/2024,
2953,"6th October 2024 @ Berth 46, San Pedro, CA, USA",6th October 2024 ," Berth 46, San Pedro, CA, USA",06/10/2024,
2954,"15th October 2024 @ Turbinenhalle, Oberhausen, Germany",15th October 2024 ," Turbinenhalle, Oberhausen, Germany",15/10/2024,
2955,"16th October 2024 @ Zenith, Munich, Germany",16th October 2024 ," Zenith, Munich, Germany",16/10/2024,
2956,"18th October 2024 @ Columbiahalle, Berlin, Germany",18th October 2024 ," Columbiahalle, Berlin, Germany",18/10/2024,
2957,"19th October 2024 @ Sporthalle, Hamburg, Germany",19th October 2024 ," Sporthalle, Hamburg, Germany",19/10/2024,
2958,"20th October 2024 @ Palladium, Cologne, Germany",20th October 2024 ," Palladium, Cologne, Germany",20/10/2024,
2959,"22nd October 2024 @ Komplex 467, Zurich, Switzerland",22nd October 2024 ," Komplex 467, Zurich, Switzerland",22/10/2024,
2960,"23rd October 2024 @ Bierhubeli, Bern, Switzerland",23rd October 2024 ," Bierhubeli, Bern, Switzerland",23/10/2024,
2961,"25th October 2024 @ Padova Hall, Padova, Italy",25th October 2024 ," Padova Hall, Padova, Italy",25/10/2024,
2962,"26th October 2024 @ Alcatraz, Milan, Italy",26th October 2024 ," Alcatraz, Milan, Italy",26/10/2024,
2963,"28th October 2024 @ 013 Poppodium, Tilburg, Netherlands",28th October 2024 ," 013 Poppodium, Tilburg, Netherlands",28/10/2024,
2964,"29th October 2024 @ Den Atelier, Luxembourg",29th October 2024 ," Den Atelier, Luxembourg",29/10/2024,
2965,"31st October 2024 @ Roxy, Prague, Czech Republic",31st October 2024 ," Roxy, Prague, Czech Republic",31/10/2024,
2966,"1st November 2024 @ Posthof, Linz, Austria",1st November 2024 ," Posthof, Linz, Austria",01/11/2024,
2967,"2nd November 2024 @ Ottakringer Brauerei, Vienna, Austria",2nd November 2024 ," Ottakringer Brauerei, Vienna, Austria",02/11/2024,
2968,"3rd November 2024 @ Durer Kert, Budapest, Hungary",3rd November 2024 ," Durer Kert, Budapest, Hungary",03/11/2024,
2969,"4th November 2024 @ Hybrydy, Warsaw, Poland",4th November 2024 ," Hybrydy, Warsaw, Poland",04/11/2024,
2970,"6th November 2024 @ Amager Bio, Copenhagen, Denmark",6th November 2024 ," Amager Bio, Copenhagen, Denmark",06/11/2024,
2971,"7th November 2024 @ Rockefeller, Oslo, Norway",7th November 2024 ," Rockefeller, Oslo, Norway",07/11/2024,
2972,"9th November 2024 @ Debaser, Stockholm, Sweden",9th November 2024 ," Debaser, Stockholm, Sweden",09/11/2024,
2973,"11th November 2024 @ Pustervik, Gothenburg, Sweden",11th November 2024 ," Pustervik, Gothenburg, Sweden",11/11/2024,
2974,"14th November 2024 @ Trix, Antwerp, Belgium",14th November 2024 ," Trix, Antwerp, Belgium",14/11/2024,
2975,"15th November 2024 @ Pan Piper, Paris, France",15th November 2024 ," Pan Piper, Paris, France",15/11/2024,
2976,"16th November 2024 @ Le Rex, Toulouse, France",16th November 2024 ," Le Rex, Toulouse, France",16/11/2024,
2977,"18th November 2024 @ Sala But, Madrid, Spain",18th November 2024 ," Sala But, Madrid, Spain",18/11/2024,
2978,"19th November 2024 @ Sala Apolo, Barcelona, Spain",19th November 2024 ," Sala Apolo, Barcelona, Spain",19/11/2024,
2979,"29th November 2024 @ 142 Tran Nao, Ho Chi Minh City, Vietnam",29th November 2024 ," 142 Tran Nao, Ho Chi Minh City, Vietnam",29/11/2024,
2980,"30th November 2024 @ Outpost, Hanoi, Vietnam",30th November 2024 ," Outpost, Hanoi, Vietnam",30/11/2024,
2981,"3rd December 2024 @ Gershwin Room @ The Espy, Melbourne, VIC, Australia",#SPILL!,,#SPILL!,
2982,"4th December 2024 @ The Crowbar, Sydney, NSW, Australia",4th December 2024 ," The Crowbar, Sydney, NSW, Australia",04/12/2024,
2983,"6th December 2024 @ Good Things Festival, Melbourne, VIC, Australia",6th December 2024 ," Good Things Festival, Melbourne, VIC, Australia",06/12/2024,
2984,"7th December 2024 @ Good Things Festival, Sydney, NSW, Australia",7th December 2024 ," Good Things Festival, Sydney, NSW, Australia",07/12/2024,
2985,"8th December 2024 @ Good Things Festival, Brisbane, QLD, Australia",8th December 2024 ," Good Things Festival, Brisbane, QLD, Australia",08/12/2024,
2986,"10th December 2024 @ WWW X, Tokyo, Japan",10th December 2024 ," WWW X, Tokyo, Japan",10/12/2024,
2987,"16th January 2025 @ Cerveceria Malgro, Mexicali, Mexico",16th January 2025 ," Cerveceria Malgro, Mexicali, Mexico",16/01/2025,
2988,"17th January 2025 @ Evolution Club, Tijuana, Mexico",17th January 2025 ," Evolution Club, Tijuana, Mexico",17/01/2025,
2989,"18th January 2025 @ C3 Stage, Guadalajara, Mexico",18th January 2025 ," C3 Stage, Guadalajara, Mexico",18/01/2025,
2990,"19th January 2025 @ La Suavecita, Morelia, Mexico",19th January 2025 ," La Suavecita, Morelia, Mexico",19/01/2025,
2991,"23rd January 2025 @ Cafe Iguana, Monterrey, Mexico",23rd January 2025 ," Cafe Iguana, Monterrey, Mexico",23/01/2025,
2992,"24th January 2025 @ Salon Universitario, Queretaro, Mexico",24th January 2025 ," Salon Universitario, Queretaro, Mexico",24/01/2025,
2993,"25th January 2025 @ Fronton Mexico, Ciudad de Mexico, Mexico",25th January 2025 ," Fronton Mexico, Ciudad de Mexico, Mexico",25/01/2025,
2994,"26th January 2025 @ Beat 803, Puebla, Mexico",26th January 2025 ," Beat 803, Puebla, Mexico",26/01/2025,
2995,"15th February 2025 @ The Limelight, Belfast, Northern Ireland",15th February 2025 ," The Limelight, Belfast, Northern Ireland",15/02/2025,
2996,"16th February 2025 @ The Academy, Dublin, Ireland",16th February 2025 ," The Academy, Dublin, Ireland",16/02/2025,
2997,"18th February 2025 @ Wulfrun Hall, Wolverhampton, UK",18th February 2025 ," Wulfrun Hall, Wolverhampton, UK",18/02/2025,
2998,"19th February 2025 @ Cheese & Grain, Frome, UK",19th February 2025 ," Cheese & Grain, Frome, UK",19/02/2025,
2999,"21st February 2025 @ 93 Feet East, London, UK",21st February 2025 ," 93 Feet East, London, UK",21/02/2025,
3000,"22nd February 2025 @ Alexandra Palace, London, UK",22nd February 2025 ," Alexandra Palace, London, UK",22/02/2025,
3001,"1st March 2025 @ Lancaster Town Hall, Lancaster, UK",1st March 2025 ," Lancaster Town Hall, Lancaster, UK",01/03/2025,
3002,"7th March 2025 @ Kabinet Muz, Brno, Czech Republic",7th March 2025 ," Kabinet Muz, Brno, Czech Republic",07/03/2025,
3003,"8th March 2025 @ Kacecko, Bratislava, Slovakia",8th March 2025 ," Kacecko, Bratislava, Slovakia",08/03/2025,
3004,"9th March 2025 @ Castle Rock Hall, Ljubljana, Slovenia",9th March 2025 ," Castle Rock Hall, Ljubljana, Slovenia",09/03/2025,
3005,"10th March 2025 @ Boogaloo, Zagreb, Croatia",10th March 2025 ," Boogaloo, Zagreb, Croatia",10/03/2025,
3006,"12th March 2025 @ Elektropionir, Belgrade, Serbia",12th March 2025 ," Elektropionir, Belgrade, Serbia",12/03/2025,
3007,"13th March 2025 @ Cinema Frosina, Skopje, Macedonia",13th March 2025 ," Cinema Frosina, Skopje, Macedonia",13/03/2025,
3008,"14th March 2025 @ Mylos Club, Thessaloniki, Greece",14th March 2025 ," Mylos Club, Thessaloniki, Greece",14/03/2025,
3009,"16th March 2025 @ Celtic Irish Pub, Istanbul, Türkiye",16th March 2025 ," Celtic Irish Pub, Istanbul, Türkiye",16/03/2025,
3010,"17th March 2025 @ Sofia Live Club, Sofia, Bulgaria",17th March 2025 ," Sofia Live Club, Sofia, Bulgaria",17/03/2025,
3011,"18th March 2025 @ Expirat, Bucharest, Romania",18th March 2025 ," Expirat, Bucharest, Romania",18/03/2025,
3012,"1st April 2025 @ NX, Newcastle, UK",1st April 2025 ," NX, Newcastle, UK",01/04/2025,
3013,"2nd April 2025 @ O2 Academy, Leeds, UK",2nd April 2025 ," O2 Academy, Leeds, UK",02/04/2025,
3014,"4th April 2025 @ O2 Academy, Liverpool, UK",4th April 2025 ," O2 Academy, Liverpool, UK",04/04/2025,
3015,"5th April 2025 @ Academy, Manchester, UK",5th April 2025 ," Academy, Manchester, UK",05/04/2025,
3016,"6th April 2025 @ Rock City, Nottingham, UK",6th April 2025 ," Rock City, Nottingham, UK",06/04/2025,
3017,"8th April 2025 @ O2 Academy, Birmingham, UK",8th April 2025 ," O2 Academy, Birmingham, UK",08/04/2025,
3018,"10th April 2025 @ Corn Exchange, Cambridge, UK",10th April 2025 ," Corn Exchange, Cambridge, UK",10/04/2025,
3019,"11th April 2025 @ O2 Academy, Oxford, UK",11th April 2025 ," O2 Academy, Oxford, UK",11/04/2025,
3020,"12th April 2025 @ UEA, Norwich, UK",12th April 2025 ," UEA, Norwich, UK",12/04/2025,
3021,"13th April 2025 @ O2 City Hall, Newcastle, UK",13th April 2025 ," O2 City Hall, Newcastle, UK",13/04/2025,
3022,"14th April 2025 @ Corn Exchange, Ipswich, UK",14th April 2025 ," Corn Exchange, Ipswich, UK",14/04/2025,
3023,"15th April 2025 @ Sin City, Swansea, UK",15th April 2025 ," Sin City, Swansea, UK",15/04/2025,
3024,"16th April 2025 @ O2 Academy, Bristol, UK",16th April 2025 ," O2 Academy, Bristol, UK",16/04/2025,
3025,"18th April 2025 @ O2 Guildhall, Southampton, UK",18th April 2025 ," O2 Guildhall, Southampton, UK",18/04/2025,
3026,"19th April 2025 @ Leas Cliff Hall, Folkestone, UK",19th April 2025 ," Leas Cliff Hall, Folkestone, UK",19/04/2025,
3027,"3rd May 2025 @ Williams Center, Rutherford, NJ, USA",3rd May 2025 ," Williams Center, Rutherford, NJ, USA",03/05/2025,
3028,"4th May 2025 @ Sing Us Home Festival, Venice Island, PA, USA",4th May 2025 ," Sing Us Home Festival, Venice Island, PA, USA",04/05/2025,
3029,"4th May 2025 @ Ardmore Music Hall, Ardmore, PA, USA",4th May 2025 ," Ardmore Music Hall, Ardmore, PA, USA",04/05/2025,
3030,"6th May 2025 @ The Canal Club, Richmond, VA, USA",6th May 2025 ," The Canal Club, Richmond, VA, USA",06/05/2025,
